,date,age,gender,armed,race,city,state,flee,body_camera,signs_of_mental_illness,police_departments_involved,year
4068,2019-02-18,31.0,male,gun,Black,Pelehatchie,MS,not,False,True,"Pelahatchie Police Department, MS",2019.0
4069,2019-02-18,20.0,male,unarmed,Asian,Honolulu,HI,not,False,False,"Honolulu Police Department, HI",2019.0
4070,2019-02-19,24.0,male,knife,Black,Baltimore,MD,not,False,False,"Baltimore County Police Department, MD",2019.0
4071,2019-02-19,16.0,male,knife,Asian,Vancouver,WA,not,False,False,"Vancouver Police Department, WA",2019.0
4072,2019-02-20,26.0,male,vehicle,White,Honolulu,HI,car,False,False,"Honolulu Police Department, HI",2019.0
4073,2019-02-20,39.0,male,gun,Black,Norwich,CT,car,False,True,"Norwich Police Department, CT",2019.0
4074,2019-02-22,36.0,male,knife,Hispanic,Poteet,TX,car,False,False,"Texas Department of Public Safety, TX",2019.0
4075,2019-02-22,28.0,male,gun,White,Walton,WV,not,False,False,"Roane County Sheriff's Department, WV",2019.0
4076,2019-02-22,36.0,male,gun,Other,Boston,MA,car,False,False,"Boston Police Department, MA",2019.0
4077,2019-02-22,30.0,male,vehicle,Black,Little Rock,AR,car,True,False,"Little Rock Police Department, AR",2019.0
4078,2019-02-23,44.0,male,gun,White,Blountville,TN,not,False,False,"Sullivan County Sheriff's Office, TN",2019.0
4079,2019-02-23,29.0,male,gun,White,Clarksville,TN,foot,False,False,"Clarksville Police Department, TN",2019.0
4080,2019-02-23,24.0,male,gun,White,Victorville,CA,not,False,True,"Victorville Police Department, CA",2019.0
4081,2019-02-23,28.0,male,gun,White,Carrollton,TX,car,True,False,"Carrollton Police Department, TX",2019.0
4082,2019-02-24,41.0,male,undetermined,White,Flint,MI,car,False,False,"Flint Police Department, MI",2019.0
4083,2019-02-25,40.0,male,gun,White,Denver,CO,not,False,False,"Denver Police Department, CO",2019.0
4085,2019-02-26,48.0,male,gun,White,Struthers,OH,not,False,False,"Federal Bureau of Investigation, OH;Struthers Police Department, OH",2019.0
4086,2019-02-26,51.0,male,gun,White,Huger,SC,not,False,False,"Berkeley County Sheriff's Office, SC",2019.0
4087,2019-02-26,27.0,male,gun,White,Miltona,MN,not,True,False,"Douglas County Sheriff's Office, MN",2019.0
4088,2019-02-26,20.0,female,vehicle,White,McIntosh County,GA,car,False,False,"Georgia State Police, GA",2019.0
4090,2019-02-27,40.0,male,gun,Black,Killeen,TX,not,False,False,"Killeen Police Department, TX",2019.0
4091,2019-02-28,34.0,male,gun,Hispanic,Lone Tree,CO,foot,False,False,"Lone Tree Police Department, CO",2019.0
4092,2019-02-28,29.0,male,gun,White,Vancouver,WA,not,False,True,"Vancouver Police Department, WA",2019.0
4093,2019-03-01,26.0,male,undetermined,Hispanic,Fairfield,TX,not,False,False,"Fairfield Police Department, TX",2019.0
4094,2019-03-01,47.0,male,unarmed,Asian,Honolulu,HI,foot,False,False,"Honolulu Police Department, HI",2019.0
4095,2019-03-01,50.0,male,knife,White,Waco,TX,not,False,False,"Waco Police Department, TX",2019.0
4097,2019-03-01,29.0,male,unarmed,Hispanic,Fairfield,TX,not,False,False,"Freestone County Sheriff's Office, TX",2019.0
4098,2019-03-02,35.0,female,undetermined,White,Carter County,KY,foot,False,False,"Kentucky State Police, KY",2019.0
4099,2019-03-02,46.0,male,unarmed,White,Fairchild,WI,not,False,False,"Augusta Police Department, WI;Eau Claire County Sheriff's Department, WI",2019.0
4100,2019-03-02,33.0,male,knife,White,Mount Holly,NC,not,False,True,"Mount Holly Police Department, NC",2019.0
4101,2019-03-02,49.0,male,gun,Unknown,Sebewaing,MI,not,False,True,"Huron County Sheriff's Department, MI",2019.0
4102,2019-03-03,40.0,male,replica,Unknown,Glenoma,WA,not,False,False,"Lewis County Sheriff's Office, WA",2019.0
4103,2019-03-04,22.0,male,knife,Black,Aurora,CO,not,True,False,"Aurora Police Department, CO",2019.0
4104,2019-03-04,17.0,male,gun,Hispanic,San Antonio,TX,car,False,False,"San Antonio Police Department, TX",2019.0
4105,2019-03-04,27.0,male,gun,Hispanic,San Antonio,TX,not,False,False,"San Antonio Police Department, TX",2019.0
4107,2019-03-04,36.0,male,gun,Black,Des Moines,IA,foot,False,False,"Des Moines Police Department, IA",2019.0
4109,2019-03-05,21.0,female,unarmed,Hispanic,Bakersfield,CA,car,False,False,"U.S. Marshals Service, CA",2019.0
4110,2019-03-05,32.0,male,gun,Black,Jacksonville,FL,not,False,False,"Jacksonville Sheriff's Office, FL",2019.0
4112,2019-03-05,22.0,male,gun,Unknown,DeKalb County,GA,foot,False,False,"DeKalb County Police Department, GA",2019.0
4113,2019-03-05,56.0,male,knife,White,Muskogee,OK,not,False,False,"Muskogee Police Department, OK",2019.0
4114,2019-03-06,25.0,male,gun,Black,Morgantown,WV,foot,False,False,"U.S. Marshals Service Fugitive Task Force, US",2019.0
4115,2019-03-07,23.0,male,gun,White,Anchorage,AK,foot,False,False,"Anchorage Police Department, AK",2019.0
4116,2019-03-07,43.0,male,gun,Hispanic,Vancouver,WA,not,False,False,"Vancouver Police Department, WA",2019.0
4117,2019-03-07,47.0,male,gun,White,Jonesboro,AR,not,False,False,"Jonesboro Police Department, AR",2019.0
4119,2019-03-09,30.0,male,gun,Black,Monahans,TX,not,False,True,"Texas Rangers, TX",2019.0
4120,2019-03-09,40.0,male,gun,Unknown,Buckeye,AZ,car,False,False,"Arizona Department of Public Safety, AZ",2019.0
4121,2019-03-09,59.0,male,knife,White,Quanah,TX,not,False,False,"Texas Department of Public Safety, TX",2019.0
4122,2019-03-09,46.0,male,gun,White,Pennfield Township,MI,not,False,False,"Calhoun County Sheriff's Department, MI",2019.0
4123,2019-03-09,35.0,male,gun,White,Phoenix,AZ,not,False,False,"Phoenix Police Department, AZ",2019.0
4124,2019-03-09,51.0,female,knife,White,Cheatham County,TN,not,False,False,"Cheatham County Sheriff's Office, TN",2019.0
4125,2019-03-10,51.0,male,gun,Hispanic,Lakewood,CO,car,False,False,"Lakewood Police Department, CO",2019.0
4126,2019-03-10,31.0,male,unknown,Asian,San Bernardino,CA,not,False,True,"San Bernardino County Sheriff's Department, CA",2019.0
4127,2019-03-10,44.0,male,gun,White,Cofield,NC,not,False,False,"Hertford County Sheriff's Office, NC",2019.0
4128,2019-03-10,34.0,male,gun,Native American,Redding,CA,foot,False,False,"Shasta County Sheriff's Department, CA",2019.0
4129,2019-03-11,34.0,male,knife,White,Westminster,MD,not,False,False,"Maryland State Police, MD",2019.0
4130,2019-03-12,31.0,male,gun,White,Kalamazoo,MI,not,False,False,"Kalamazoo Township Police Department, MI",2019.0
4131,2019-03-12,32.0,female,vehicle,Black,Miami,FL,not,False,False,"Florida Highway Patrol, FL",2019.0
4132,2019-03-12,45.0,male,gun,White,Salacoa,GA,not,False,False,"Cherokee County Sheriff's Office, GA",2019.0
4133,2019-03-13,30.0,male,unarmed,Hispanic,Phoenix,AZ,other,False,False,"Phoenix Police Department, AZ",2019.0
4134,2019-03-13,47.0,female,gun,Black,Greensburg,PA,not,False,True,"Greensburg Police Department, PA",2019.0
4135,2019-03-13,29.0,male,knife,Hispanic,Grand Island,NE,not,False,False,"Grand Island Police Department, NE",2019.0
4136,2019-03-13,41.0,male,vehicle,Black,Ashland,CA,car,True,False,"Alameda County Sheriff's Office, CA",2019.0
4137,2019-03-14,25.0,male,gun,White,Ontario,OR,car,False,True,"Oregon State Police, OR",2019.0
4138,2019-03-14,42.0,male,replica,Unknown,Trenton,NJ,not,False,True,"Trenton Police Department, NJ",2019.0
4139,2019-03-14,33.0,male,gun,White,Monroe County,MS,car,False,True,"Monroe County Sheriff's Department, MS",2019.0
4140,2019-03-14,38.0,male,knife,Hispanic,Jacksonville,FL,not,False,True,"Jacksonville Sheriff's Office, FL",2019.0
4141,2019-03-14,27.0,male,gun,Unknown,Federal Way,WA,not,False,False,"Federal Way Police Department, WA",2019.0
4142,2019-03-14,27.0,male,knife,Native American,Sallisaw,OK,not,False,False,"Sallisaw Police Department, OK",2019.0
4143,2019-03-15,47.0,male,gun,White,Las Vegas,NV,not,True,False,"Las Vegas Metropolitan Police Department, NV",2019.0
4144,2019-03-16,48.0,male,gun,White,Palmdale,CA,not,False,False,"Los Angeles County Sheriff's Department, CA",2019.0
4145,2019-03-16,77.0,male,gun,Unknown,The Dalles,OR,not,False,False,"The Dalles Police Department, OR",2019.0
4146,2019-03-16,53.0,male,gun,Unknown,Macoupin County,IL,other,False,False,"Illinois State Police, IL",2019.0
4148,2019-03-18,36.0,male,knife,White,Mansfield,OH,not,False,False,"Mansfield Police Department, OH",2019.0
4149,2019-03-19,61.0,male,gun,White,University City,MO,not,False,True,"University City Police Department, MO",2019.0
4150,2019-03-19,52.0,male,knife,Hispanic,Tampa,FL,not,False,True,"Hillsborough County Sheriff's Office, FL",2019.0
4151,2019-03-19,29.0,male,gun,Hispanic,Kittitas,WA,car,False,False,"Kittitas County Sheriff's Office, WA",2019.0
4152,2019-03-19,22.0,male,gun,Black,Bastrop,LA,foot,False,False,"Bastrop Police Department, LA",2019.0
4153,2019-03-19,37.0,male,gun,Hispanic,Las Vegas,NV,not,True,False,"Las Vegas Metropolitan Police Department, NV",2019.0
4154,2019-03-20,26.0,female,replica,White,San Antonio,TX,not,False,True,"San Antonio Police Department, TX",2019.0
4155,2019-03-20,29.0,male,knife,Black,State College,PA,not,False,True,"State College Police Department, PA",2019.0
4156,2019-03-21,19.0,male,gun,Black,Modesto,CA,car,False,False,"Stanislaus County Sheriff's Department, CA",2019.0
4157,2019-03-21,32.0,male,knife,Hispanic,Sandy Springs,GA,not,False,True,"Sandy Springs Police Department, GA",2019.0
4158,2019-03-22,22.0,male,knife,Black,Walterboro,SC,not,False,False,"Colleton County Sheriff's Office, SC",2019.0
4159,2019-03-22,45.0,male,gun,White,Ernul,NC,not,False,True,"Craven County Sheriff's Office, NC",2019.0
4160,2019-03-24,46.0,male,gun,White,Port St. Joe,FL,car,False,False,"Gulf County Sheriff's Office, FL",2019.0
4161,2019-03-24,57.0,male,unarmed,Black,Baltimore,MD,not,True,False,"Baltimore Police Department, MD",2019.0
4162,2019-03-25,18.0,male,gun,Black,St. Louis,MO,not,False,False,"St. Louis Police Department, MO",2019.0
4163,2019-03-25,30.0,male,gun,White,Horry County,SC,foot,False,True,"Horry County Police Department, SC",2019.0
4165,2019-03-25,27.0,male,gun,Black,Charlotte,NC,not,True,True,"Charlotte Mecklenburg Police Department, NC",2019.0
4166,2019-03-27,30.0,male,knife,Black,Inglewood,CA,not,False,False,"Inglewood Police Department, CA",2019.0
4167,2019-03-27,39.0,male,vehicle,Black,Terrytown,LA,car,False,False,"Jefferson Parish Sheriff's Office, LA",2019.0
4168,2019-03-27,38.0,male,vehicle,Black,Terrytown,LA,not,False,False,"Jefferson Parish Sheriff's Office, LA",2019.0
4169,2019-03-27,47.0,male,knife,White,Chickasha,OK,not,False,False,"Chickasha Police Department, OK",2019.0
4170,2019-03-27,40.0,male,gun,Hispanic,Cochran County,TX,car,False,False,"Texas Department of Public Safety, TX",2019.0
4171,2019-03-27,51.0,male,gun,White,Manchester,NH,not,False,False,"Manchester Police Department, NH",2019.0
4172,2019-03-27,25.0,male,vehicle,White,Burnet,TX,not,True,False,"Burnet Police Department, TX",2019.0
4173,2019-03-28,42.0,male,gun,Hispanic,San Antonio,TX,car,False,False,"San Antonio Police Department, TX",2019.0
4174,2019-03-28,43.0,male,gun,White,Phoenix,AZ,foot,False,False,"Phoenix Police Department, AZ",2019.0
4175,2019-03-30,30.0,male,gun,Black,Durham,NC,foot,True,False,"Durham Police Department, NC",2019.0
4176,2019-03-30,22.0,male,unarmed,White,Watauga County,NC,not,False,False,"Watauga County Sheriff's Office, NC",2019.0
4178,2019-03-31,25.0,male,gun,Native American,Fairbanks,AK,car,False,False,"Alaska State Troopers, AK",2019.0
4179,2019-03-31,31.0,male,gun,Black,Atlanta,GA,foot,False,False,"Atlanta Police Department, GA",2019.0
4180,2019-03-31,24.0,male,knife,Hispanic,Marana,AZ,not,False,False,"Marana Police Department, AZ",2019.0
4181,2019-03-31,33.0,female,vehicle,White,Springfield,OR,car,False,True,"Springfield Police Department, OR",2019.0
4182,2019-04-01,31.0,male,replica,Black,Anchorage,AK,foot,False,True,"Anchorage Police Department, AK",2019.0
4184,2019-04-01,28.0,female,gun,White,LaFollette,TN,not,False,False,"LaFollette Police Department, TN",2019.0
4185,2019-04-02,48.0,male,unarmed,White,Redding,CA,not,False,True,"Redding Police Deparment, CA",2019.0
4186,2019-04-03,37.40950678304764,male,gun,White,Pelion,SC,car,False,False,"Richland County Sheriff's Department, SC",2019.0
4187,2019-04-03,55.0,male,gun,Hispanic,Boynton Beach,FL,not,False,False,"Boynton Beach Police Department, FL",2019.0
4188,2019-04-03,50.0,male,gun,Hispanic,San Diego,CA,not,True,True,"San Diego Police Department, CA",2019.0
4189,2019-04-03,53.0,male,gun,White,Brownstown,IN,not,False,False,"Brownstown Police Department, IN",2019.0
4190,2019-04-04,30.0,male,gun,Hispanic,Anaheim,CA,not,False,False,"Anaheim Police Department, CA",2019.0
4191,2019-04-04,37.0,male,unarmed,White,Kalamazoo,MI,not,False,True,"Michigan State Police, MI",2019.0
4192,2019-04-05,26.0,male,knife,Unknown,Bloomingdale,IL,car,False,False,"Bloomingdale Police Department, IL",2019.0
4193,2019-04-06,36.0,male,gun,White,New Albany,IN,not,False,True,"New Albany Police Department, IN",2019.0
4194,2019-04-07,42.0,male,knife,White,Hamilton County,TN,not,False,False,"Hamilton County Sheriff's Office, TN",2019.0
4195,2019-04-07,35.0,male,unarmed,Black,Blytheville,AR,foot,True,True,"Blytheville Police Department, AR",2019.0
4196,2019-04-07,24.0,male,gun,Black,Greeneville,TN,not,False,False,"Greeneville Police Department, TN",2019.0
4197,2019-04-08,37.0,male,gun,Black,Salt Lake City,UT,car,False,False,"Salt Lake City Police Department, UT",2019.0
4198,2019-04-09,33.0,male,gun,Black,Louisville,KY,not,False,False,"Louisville Metro Police Department, KY",2019.0
4199,2019-04-09,32.0,male,gun,White,Henry County,IN,not,False,False,"Henry County Sheriff's Department, IN",2019.0
4200,2019-04-09,28.0,male,gun,White,Pueblo,CO,foot,False,False,"Pueblo Police Department, CO",2019.0
4201,2019-04-10,57.0,male,gun,White,Mexico Beach,FL,not,False,False,"Mexico Beach Police Department, FL",2019.0
4202,2019-04-10,47.0,male,gun,White,Pinellas Park,FL,not,False,False,"Pinellas Park Police Department, FL",2019.0
4203,2019-04-10,21.0,male,gun,Hispanic,Indio,CA,not,False,False,"Riverside County Sheriff's Department, CA",2019.0
4204,2019-04-10,27.0,male,gun,Black,Shreveport,LA,car,False,False,"Shreveport Police Department, LA",2019.0
4205,2019-04-11,29.0,female,vehicle,Hispanic,Ahwatukee,AZ,car,False,False,"U.S. Immigration and Customs Enforcement, AZ",2019.0
4206,2019-04-11,30.0,male,gun,White,DeLand,FL,car,False,True,"Volusia County Sheriff's Department, FL",2019.0
4207,2019-04-11,34.0,male,unarmed,Black,Boerne,TX,foot,False,False,"Texas Highway Patrol, TX",2019.0
4208,2019-04-11,34.0,male,gun,Black,St. Louis,MO,foot,False,False,"St. Louis Police Department, MO",2019.0
4209,2019-04-11,20.0,male,gun,Hispanic,Canutillo,TX,not,False,False,"El Paso Police Department, TX",2019.0
4210,2019-04-12,54.0,male,knife,Asian,Richmond,CA,not,False,False,"Richmond Police Department, CA",2019.0
4211,2019-04-12,39.0,male,blunt_object,Hispanic,Buckeye,AZ,not,True,True,"Maricopa County Sheriff's Department, AZ",2019.0
4212,2019-04-12,28.0,male,gun,Black,Clinton,LA,not,False,False,"East Feliciana Parish Sheriff's Office, LA",2019.0
4213,2019-04-14,33.0,male,gun,White,Portland,OR,not,False,False,"Kelso Police Department, WA",2019.0
4214,2019-04-14,47.0,male,gun,White,Los Angeles,CA,foot,False,False,"Los Angeles Police Department, CA",2019.0
4215,2019-04-14,32.0,male,knife,Native American,Rushville,NE,foot,False,False,"Sheridan County Sheriff's Deputy, NE",2019.0
4216,2019-04-14,42.0,male,blunt_object,Native American,Red Bluff,CA,foot,False,True,"Red Bluff Police Department, CA",2019.0
4217,2019-04-14,32.0,male,knife,Black,New York,NY,not,True,True,"New York Police Department, NY",2019.0
4218,2019-04-14,27.0,male,gun,White,Dalhart,TX,foot,False,False,"Dalhart Police Department, TX",2019.0
4219,2019-04-15,37.40950678304764,male,knife,White,Pigeon Forge,TN,not,False,True,"Pigeon Forge Police Department, TN",2019.0
4220,2019-04-16,42.0,male,knife,White,Montesano,WA,not,False,True,"Montesano Police Department, WA",2019.0
4221,2019-04-16,24.0,male,vehicle,White,Fountain Inn,SC,car,False,False,"Fountain Inn Police Department, SC",2019.0
4222,2019-04-16,24.0,male,knife,White,Lee,NY,not,False,True,"Oneida County Sheriff's Department, NY",2019.0
4223,2019-04-17,46.0,male,knife,White,Pentress,WV,foot,True,True,"Monongalia County Sheriff's Office, WV",2019.0
4224,2019-04-17,34.0,male,gun,Black,Flint,MI,not,False,False,"Jackson County Sheriff's Department, MI",2019.0
4225,2019-04-18,42.0,male,gun,Hispanic,New York,NY,foot,False,False,"New York Police Department, NY",2019.0
4226,2019-04-18,30.0,male,gun,White,Fremont,CA,not,True,False,"Fremont Police Department, CA",2019.0
4227,2019-04-18,40.0,male,gun,Native American,Coon Rapids,MN,foot,True,False,"Anoka County Sheriff's Office, MN",2019.0
4228,2019-04-20,29.0,male,gun,Hispanic,Colorado Springs,CO,not,True,False,"Colorado Springs Police Department, CO",2019.0
4229,2019-04-20,18.0,male,vehicle,Hispanic,Wethersfield,CT,foot,False,False,"Wethersfield Police Department, CT",2019.0
4230,2019-04-20,63.0,male,gun,White,Athens,GA,not,True,True,"Athens-Clarke County Sheriff's Office, GA",2019.0
4231,2019-04-20,30.0,male,knife,White,Raleigh,NC,not,False,False,"Raleigh Police Department, NC",2019.0
4232,2019-04-21,42.0,male,gun,White,Little Rock,AR,foot,False,False,"Little Rock Police Department, AR",2019.0
4233,2019-04-22,50.0,male,gun,White,Shelby,MT,not,False,False,"Great Falls Police Department, MT",2019.0
4234,2019-04-22,46.0,male,gun,White,Watauga,TX,not,False,False,"Watauga Police Department, TX",2019.0
4236,2019-04-24,29.0,male,knife,White,Colorado Springs,CO,not,False,False,"Colorado Springs Police Department, CO",2019.0
4237,2019-04-24,29.0,male,undetermined,White,Owingsville,KY,car,False,False,"Bath County Sheriff's Office, KY",2019.0
4238,2019-04-25,23.0,male,gun,Unknown,Lemoore,CA,car,False,False,"Kings County Sheriff's Office, CA",2019.0
4240,2019-04-26,23.0,male,blunt_object,Black,Denver,CO,not,False,True,"Westminster Police Department, CO",2019.0
4241,2019-04-26,43.0,male,gun,White,Clarksville,IN,not,True,True,"Clarksville Police Department, IN",2019.0
4242,2019-04-28,45.0,male,gun,Hispanic,Austin,TX,not,True,True,"Austin Police Department, TX",2019.0
4243,2019-04-28,47.0,male,gun,Hispanic,Sparks,NV,not,False,True,"Sparks Police, NV",2019.0
4244,2019-04-29,49.0,female,blunt_object,Asian,Welch,WV,not,False,False,"West Virginia State Police, WV",2019.0
4245,2019-04-29,29.0,male,gun,White,Hancock County,MS,foot,False,False,"Hancock County Sheriff's Office, MS",2019.0
4246,2019-04-29,26.0,male,replica,Hispanic,Phoenix,AZ,foot,False,False,"Phoenix Police Department, AZ",2019.0
4247,2019-04-29,17.0,male,unarmed,Black,Edmond,OK,foot,False,False,"Edmond Police Department, OK",2019.0
4248,2019-04-29,42.0,male,knife,White,Portland,OR,not,False,False,"Portland Police Department, OR",2019.0
4249,2019-04-30,37.40950678304764,male,knife,Unknown,Perris,CA,not,False,False,"Riverside County Sheriff's Department, CA",2019.0
4250,2019-04-30,45.0,female,knife,White,Welcome,NC,not,False,False,"Davidson County Sheriff's Office, NC",2019.0
